###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59907.291927  20.666  0.648    20   13 o  0   0.86 341.47850  37.72398  3254.50  1587.31 2.09 2.02  86.2 -0.456 19.49 20.69 02a59907o0245o
59907.297268  20.277  0.333    28    9 o  0   1.72 341.47850  37.72398  3239.25  1543.12 2.06 2.00 -89.2 -0.454 19.49 20.68 02a59907o0256o
59907.314413  20.476  0.493    23   12 o  0   0.85 341.47850  37.72398  3300.78  1623.74 1.99 1.94  76.0 -0.458 19.51 20.67 02a59907o0292o
59907.322202  20.450  0.390    24    9 o  0   1.26 341.47850  37.72398  3319.97  1500.95 1.98 1.92  89.9 -0.462 19.47 20.63 02a59907o0309o
59907.326346  21.430  0.810    10    8 c  0   1.21 341.47850  37.72398   726.30  5458.86 3.05 2.88  37.2 -0.327 19.66 21.59 01a59907o0306c
59907.339338  20.369  0.356    26    9 c  0   0.99 341.47850  37.72398   747.02  5499.40 3.07 2.89  37.8 -0.330 19.67 21.62 01a59907o0333c
59907.342116  21.062  0.816    14   11 c  0   0.80 341.47850  37.72398   687.90  5421.23 3.04 2.87  32.6 -0.335 19.70 21.62 01a59907o0339c
59907.351139  20.083  0.296    34   10 c  0   0.97 341.47850  37.72398   671.96  5536.14 3.03 2.88  33.7 -0.336 19.64 21.58 01a59907o0358c
59908.224870  20.809  0.496    17    9 c  0   1.14 341.47850  37.72398   701.48  5442.21 2.90 2.67  48.7 -0.341 19.69 21.48 01a59908o0036c
59908.228569  20.236  0.300    29    9 c  0   1.33 341.47850  37.72398   723.03  5482.58 2.97 2.75  46.4 -0.338 19.70 21.49 01a59908o0044c
59908.242802  21.111  0.640    13    8 c  0   1.19 341.47850  37.72398   663.84  5406.20 3.00 2.84  52.6 -0.330 19.66 21.53 01a59908o0074c
59908.246962  21.695  1.152     8    9 c  0   1.19 341.47850  37.72398 10524.40  5431.57 3.17 3.07 -37.3 -0.318 19.63 21.51 01a59908o0083c
59908.248348  22.342  2.258     4   10 c  0   1.00 341.47850  37.72398   647.93  5523.85 2.87 2.71  52.5 -0.342 19.71 21.53 01a59908o0086c
59909.244793  20.732  0.458    18    8 c  0   1.44 341.47850  37.72398 10525.50  5434.06 3.03 2.93 -17.9 -0.336 19.68 21.57 01a59909o0131c
59909.279219  20.620  0.427    20    9 c  0   1.08 341.47850  37.72398   716.39  5454.46 2.94 2.67  44.0 -0.334 19.70 21.52 01a59909o0205c
59909.282486  20.640  0.486    20   10 c  0   0.97 341.47850  37.72398   735.49  5493.85 2.97 2.73  42.1 -0.332 19.68 21.51 01a59909o0212c
59909.317698  23.002  4.067     2    9 c  0   1.11 341.47850  37.72398   687.15  5418.85 3.03 2.83  40.7 -0.335 19.64 21.45 01a59909o0286c
59910.241134  21.615  5.222     8   43 o  0   0.90 341.47850  37.72398  3260.60  1596.20 1.94 1.87 -71.3 -0.466 18.07 18.90 02a59910o0124o
59910.258287  19.263  0.398    72   28 o  0   1.13 341.47850  37.72398  3241.36  1553.83 1.92 1.84 -62.1 -0.474 18.38 19.18 02a59910o0161o
59910.261565  20.631  2.388    20   48 o  0   0.83 341.47850  37.72398  3301.67  1631.06 1.92 1.89  89.5 -0.464 18.08 18.88 02a59910o0168o
59910.266990  19.292  0.374    70   26 o  0   1.72 341.47850  37.72398  3321.89  1511.65 1.91 1.87  79.3 -0.469 18.38 19.20 02a59910o0180o
59914.335822  19.837  0.338    42   14 o  0   1.54 341.47850  37.72398  4610.94  7383.11 2.37 1.90  34.9 -0.428 19.18 20.01 02a59914o0343o
59914.339015  20.127  0.399    32   13 o  0   1.38 341.47850  37.72398  4592.31  7344.14 2.36 1.89  34.6 -0.427 19.22 19.99 02a59914o0350o
59914.344559  19.609  0.229    52   12 o  0   2.35 341.47850  37.72398  4649.65  7421.12 2.37 1.93  32.4 -0.423 19.16 19.98 02a59914o0362o
59914.355575  20.029  0.469    35   17 o  0   1.07 341.47850  37.72398  4669.04  7304.81 2.27 1.89  32.3 -0.427 19.19 19.94 02a59914o0386o
59917.312276  19.653  0.423    50   21 o  0   0.93 341.47850  37.72398  4604.62  7389.70 2.28 1.89  30.6 -0.428 18.82 19.39 02a59917o0232o
59917.315896  19.789  0.557    44   25 o  0   1.52 341.47850  37.72398  4585.54  7351.06 2.31 1.93  31.5 -0.428 18.60 19.13 02a59917o0240o
59917.323130  19.967  0.694    37   26 o  0   1.25 341.47850  37.72398  4644.39  7425.82 2.18 1.91  29.3 -0.444 18.58 19.08 02a59917o0256o
59917.333572  19.399  0.372    63   24 o  0   1.22 341.47850  37.72398  4662.92  7308.97 2.29 1.93  33.9 -0.428 18.57 19.00 02a59917o0279o
59919.229343  18.712  0.212   119   25 o  0   1.46 341.47850  37.72398  4605.63  7396.00 2.20 1.96  35.2 -0.451 18.50 18.91 02a59919o0095o
59919.232536  19.060  0.371    86   32 o  0   1.03 341.47850  37.72398  4586.75  7359.04 2.20 1.97  34.7 -0.451 18.46 18.84 02a59919o0102o
59919.237983  20.771  1.408    18   25 o  0   1.98 341.47850  37.72398  4643.99  7434.51 2.27 1.95  30.2 -0.447 18.48 18.84 02a59919o0114o
59919.253160  14.973  0.786  3724 2926 o  0   2.04 341.47850  37.72398  4662.58  7315.94 2.25 2.00  22.0 -0.526 13.64 13.56 02a59919o0147o
59926.243237  19.917  0.340    39   13 o  0   0.99 341.47850  37.72398  9262.87  3291.36 2.29 2.17  16.4 -0.421 19.36 20.65 02a59926o0006o
59926.246400  19.663  0.281    50   14 o  0   1.02 341.47850  37.72398  9243.57  3252.58 2.32 2.20  13.6 -0.423 19.33 20.66 02a59926o0013o
59927.217360  20.743  0.607    18   11 c  0   0.80 341.47850  37.72398  9264.25  3289.98 2.57 2.47  18.9 -0.400 19.56 21.29 02a59927o0069c
59927.220557  20.577  0.515    21   11 c  0   1.21 341.47850  37.72398  9244.19  3250.26 2.69 2.48  23.8 -0.397 19.49 21.31 02a59927o0076c
59927.226439  20.058  0.315    34   11 c  0   0.96 341.47850  37.72398  9303.40  3327.52 2.50 2.41  23.4 -0.403 19.55 21.28 02a59927o0089c
59927.244678  21.233  0.987    12   12 c  0   0.80 341.47850  37.72398  9325.02  3210.01 2.52 2.49  30.5 -0.406 19.53 21.34 02a59927o0129c
59929.239692 -24.074 30.667    -1   26 c  0   0.87 341.47850  37.72398  9272.01  3293.87 2.42 2.33 -50.3 -0.405 18.61 20.04 02a59929o0113c
59929.243787  19.578  0.641    54   34 c  0   1.32 341.47850  37.72398  9253.31  3253.71 2.38 2.33 -50.8 -0.408 18.25 19.63 02a59929o0122c
59929.255036  20.969  3.955    15   59 c  0   1.13 341.47850  37.72398  9313.26  3330.98 2.38 2.33 -33.2 -0.407 17.54 18.76 02a59929o0146c
59929.260312  19.553  1.677    55   92 c  0   1.06 341.47850  37.72398  9333.66  3213.16 2.39 2.34 -25.3 -0.402 17.24 18.42 02a59929o0157c
60066.597848  20.380  0.669    26   17 o  0   1.40 341.47850  37.72398  8436.96  5473.85 2.34 2.03  32.1 -0.420 19.04 19.83 02a60066o0779o
60066.616986  21.304  1.337    11   15 o  0   1.78 341.47850  37.72398  8465.82  5513.19 2.28 1.94  32.4 -0.421 19.13 19.72 02a60066o0818o
60066.621077  19.658  0.466    50   23 o  0   0.96 341.47850  37.72398  8412.23  5435.85 2.34 2.03  30.3 -0.416 18.88 19.34 02a60066o0827o
60066.625735  19.804  0.882    44   38 o  0   0.98 341.47850  37.72398  8397.49  5552.33 2.39 2.01  33.5 -0.420 18.37 18.46 02a60066o0836o
60071.581777  19.599  0.595    52   31 o  0   0.81 341.47850  37.72398  3808.43  3274.99 2.63 2.21  18.5 -0.418 18.48 18.92 02a60071o0736o
60071.585010  22.088  4.917     5   26 o  0   1.45 341.47850  37.72398  3829.75  3316.25 2.58 2.08  18.8 -0.434 18.51 18.97 02a60071o0743o
60071.588228  19.655  0.479    50   24 o  0   0.87 341.47850  37.72398  3774.87  3238.05 2.52 2.05  20.4 -0.434 18.56 18.97 02a60071o0750o
60071.610569  19.111  0.296    82   24 o  0   1.54 341.47850  37.72398  3770.09  3352.92 2.31 1.96  30.4 -0.447 18.58 18.93 02a60071o0798o
60077.563955  19.571  0.517    54   28 o  0   0.79 341.47850  37.72398  9490.60   968.48 2.10 1.61 -51.6 -0.552 18.95 19.80 02a60077o0702o
60077.567176  20.396  0.625    25   16 o  0   1.40 341.47850  37.72398  9512.19  1006.91 2.18 1.65 -51.8 -0.545 19.20 20.02 02a60077o0709o
60077.583391  19.954  0.434    38   16 o  0   1.04 341.47850  37.72398  9464.81   929.81 2.13 1.60 -53.7 -0.544 19.23 20.08 02a60077o0741o
60077.586561  20.255  0.629    29   18 o  0   0.64 341.47850  37.72398  9448.35  1048.26 2.06 1.57 -54.0 -0.547 19.23 20.11 02a60077o0748o
60093.561939  20.166  0.457    31   14 o  0   0.81 341.47850  37.72398  7960.47  3556.94 2.19 1.94  32.6 -0.427 19.33 20.42 02a60093o0642o
60093.565758  19.999  0.373    36   14 o  0   0.90 341.47850  37.72398  7983.92  3594.27 2.19 2.01  29.2 -0.421 19.29 20.35 02a60093o0649o
60093.571444  19.877  0.393    41   16 o  0   0.53 341.47850  37.72398  7928.14  3517.72 2.18 1.97  32.2 -0.425 19.36 20.38 02a60093o0661o
60093.595509  20.731  0.726    18   13 o  0   1.00 341.47850  37.72398  7908.74  3637.27 2.21 1.89  36.5 -0.430 19.37 20.41 02a60093o0711o
60094.593133  19.238  0.382    73   28 o  0   1.71 341.47850  37.72398  7188.82  7058.73 2.65 2.02  36.5 -0.422 18.61 19.71 02a60094o0483o
60094.603613  19.884  0.331    40   13 o  0   1.25 341.47850  37.72398  7210.22  7098.96 2.53 1.98  37.5 -0.430 19.23 20.35 02a60094o0505o
60094.612622  19.612  0.354    52   18 o  0   1.21 341.47850  37.72398  7155.27  7022.05 2.66 2.02  36.9 -0.421 18.89 19.75 02a60094o0524o
60094.615441 -17.427  0.670  -388  260 o  0   0.92 341.47850  37.72398  7136.46  7139.14 2.62 2.01  36.4 -0.425 16.30 16.83 02a60094o0530o
60095.566608  19.819  0.301    43   13 o  0   1.17 341.47850  37.72398  7193.49  7053.17 2.45 1.94  37.3 -0.443 19.44 20.55 02a60095o0508o
60095.569321  20.687  0.737    19   14 o  0   0.82 341.47850  37.72398  7214.30  7092.78 2.40 1.94  37.9 -0.448 19.43 20.56 02a60095o0514o
60095.595439  19.977  0.313    37   12 o  0   1.42 341.47850  37.72398  7155.18  7018.85 2.55 1.99  35.2 -0.435 19.47 20.69 02a60095o0568o
60095.614530  20.371  0.658    26   17 o  0   1.29 341.47850  37.72398  7140.75  7136.29 2.60 2.00  38.3 -0.424 19.13 19.94 02a60095o0606o
60096.599222  19.972  0.442    37   16 o  0   1.66 341.47850  37.72398  6552.76  5132.80 2.60 1.91  35.9 -0.433 18.87 19.90 02a60096o0747o
60096.616348  20.383  1.122    26   29 o  0   1.40 341.47850  37.72398  6578.12  5171.83 2.57 1.92  39.4 -0.431 18.49 18.96 02a60096o0782o
60099.573635  15.251  1.778  2881 5124 o  0   1.02 341.47850  37.72398  7312.83  9003.62 2.48 2.23  38.2 -0.510 14.55 14.41 02a60099o0692o
60099.577528 -13.612  0.984 -13043 12839 o  0   1.07 341.47850  37.72398  7332.87  9042.07 2.53 2.19  19.4 -0.497 13.62 13.42 02a60099o0700o
60099.582852 -17.862  2.663  -260  692 o  0   1.11 341.47850  37.72398  7273.05  8964.43 2.41 2.13  36.1 -0.524 16.36 16.28 02a60099o0710o
60099.603840  18.948  0.322    96   31 o  0   1.36 341.47850  37.72398  7254.39  9085.69 2.39 2.20  39.6 -0.428 18.58 19.14 02a60099o0755o
60101.568688  20.650  1.324    20   26 o  0   0.87 341.47850  37.72398  5950.29  3198.26 2.84 2.59  37.0 -0.411 18.58 19.46 02a60101o0684o
60101.571862  19.354  0.464    66   30 o  0   0.68 341.47850  37.72398  5970.74  3237.78 3.26 3.07  42.6 -0.397 18.47 19.52 02a60101o0691o
60101.589688 -18.900  0.358  -100   36 o  0   1.57 341.47850  37.72398  5915.66  3163.26 2.53 2.29  35.5 -0.417 18.20 18.75 02a60101o0727o
60101.608939  20.179  0.711    31   22 o  0   0.80 341.47850  37.72398  5899.46  3281.25 2.42 2.05  38.2 -0.434 18.96 19.60 02a60101o0768o
60102.555572  20.113  0.556    33   18 o  0   1.10 341.47850  37.72398  1293.96  7310.65 2.16 1.91  25.2 -0.440 19.08 19.77 02a60102o0659o
60102.559127  19.589  0.347    53   18 o  0   1.10 341.47850  37.72398  1315.61  7350.87 2.32 2.01  29.0 -0.423 19.02 19.79 02a60102o0666o
60102.579864  21.062  1.310    14   18 o  0   1.07 341.47850  37.72398  1259.23  7273.00 2.26 2.04  27.8 -0.432 19.06 19.83 02a60102o0710o
60102.595659  22.921  7.273     2   18 o  0   0.67 341.47850  37.72398  1245.20  7390.21 2.22 1.97  29.1 -0.441 19.14 19.86 02a60102o0744o
60105.522816  20.486  0.640    23   15 o  0   1.64 341.47850  37.72398  9901.19  3406.99 2.41 2.11 -45.8 -0.448 19.14 20.13 02a60105o0579o
60105.525693  20.143  0.531    32   17 o  0   1.21 341.47850  37.72398  9920.80  3444.97 2.36 2.12 -42.6 -0.441 19.15 20.08 02a60105o0585o
60105.526145  19.866  0.345    41   14 o  0   1.02 341.47850  37.72398   187.23  3389.69 2.31 2.13   9.2 -0.410 19.11 20.01 02a60105o0586o
60105.533701  20.262  0.670    28   19 o  0   0.71 341.47850  37.72398   209.08  3429.44 2.41 2.12  13.2 -0.416 18.93 20.21 02a60105o0600o
60105.535648  19.481  0.311    59   18 o  0   1.38 341.47850  37.72398  9864.80  3369.01 2.55 2.34 -52.1 -0.425 19.08 20.15 02a60105o0604o
60105.536552  20.444  0.650    24   16 o  0   0.91 341.47850  37.72398   151.08  3349.08 2.34 2.22  16.0 -0.402 19.07 20.07 02a60105o0606o
60105.548425  20.046  0.552    35   19 o  0   0.97 341.47850  37.72398  9847.54  3488.03 2.57 2.34 -30.9 -0.437 18.98 20.04 02a60105o0631o
60105.548878 -22.664  4.333    -3   14 o  0   1.50 341.47850  37.72398   133.74  3464.67 2.28 2.12  10.9 -0.408 19.02 19.97 02a60105o0632o
60106.558744  20.738  0.778    18   14 o  0   1.24 341.47850  37.72398  5233.31  7167.75 2.47 1.98  35.8 -0.429 19.32 20.32 02a60106o0663o
60106.569718  20.401  0.548    25   14 o  0   1.07 341.47850  37.72398  5254.34  7207.20 2.50 2.06  36.2 -0.422 19.28 20.34 02a60106o0686o
60106.573336  19.812  0.299    43   13 o  0   1.37 341.47850  37.72398  5196.60  7129.84 2.62 2.14  33.1 -0.412 19.26 20.35 02a60106o0694o
60106.583178  19.924  0.426    39   17 o  0   0.91 341.47850  37.72398  5179.35  7247.28 2.80 2.17  30.1 -0.418 19.18 20.34 02a60106o0714o
60107.555623  20.934  1.305    15   20 o  0   0.86 341.47850  37.72398  5236.57  7163.91 3.36 3.00  34.1 -0.425 18.94 20.52 02a60107o0653o
60107.558334  20.620  1.092    20   22 o  0   0.73 341.47850  37.72398  5256.59  7204.35 3.78 2.88  14.1 -0.410 18.86 20.71 02a60107o0659o
60107.563343  20.297  0.640    28   18 o  0   1.24 341.47850  37.72398  5198.96  7127.29 3.99 3.16  16.8 -0.387 18.88 20.53 02a60107o0670o
60109.549334  20.680  0.619    19   12 c  0   0.96 341.47850  37.72398  2038.60   913.74 2.69 2.47 -65.9 -0.435 19.41 21.08 02a60109o0461c
60109.552049  20.516  0.515    23   12 c  0   1.03 341.47850  37.72398  2058.35   954.40 2.71 2.49 -67.9 -0.432 19.38 21.08 02a60109o0467c
60109.573778  21.631  1.500     8   12 c  0   1.02 341.47850  37.72398  1990.00   992.78 2.56 2.39 -69.9 -0.436 19.48 21.16 02a60109o0510c
60110.350438  19.862  0.462    41   19 c  0   0.86 341.47850  37.72398  4755.55  9867.66 3.08 1.92 -74.9 -0.381 19.03 20.61 04a60110o0879c
60110.354052  21.665  2.088     8   16 c  0   1.15 341.47850  37.72398  4811.26  9945.19 3.15 1.97 -75.8 -0.369 19.00 20.61 04a60110o0887c
60110.363642  20.187  0.662    31   20 c  0   0.77 341.47850  37.72398  4828.58  9828.50 3.11 1.99 -76.4 -0.378 19.03 20.64 04a60110o0908c
60111.551034  20.609  0.449    21    9 c  0   1.06 341.47850  37.72398  5825.76   764.62 2.43 2.17 -69.9 -0.427 19.58 21.40 02a60111o0643c
60111.554201  21.382  0.855    10    9 c  0   1.25 341.47850  37.72398  5845.10   803.41 2.43 2.18 -68.0 -0.425 19.62 21.42 02a60111o0650c
60111.560086  22.130  2.103     5   11 c  0   0.85 341.47850  37.72398  5789.75   726.10 2.40 2.16 -73.5 -0.426 19.62 21.45 02a60111o0663c
60111.567947  20.821  0.532    17    9 c  0   1.08 341.47850  37.72398  5773.43   844.54 2.45 2.21 -72.0 -0.421 19.64 21.50 02a60111o0679c
60112.567659  21.881  1.250     6    8 c  0   1.86 341.47850  37.72398  2686.84  5306.47 2.44 2.22  40.9 -0.414 19.63 21.39 02a60112o0684c
60112.570621  20.391  0.442    25   11 c  0   1.00 341.47850  37.72398  2707.41  5345.66 2.54 2.25  38.7 -0.409 19.62 21.40 02a60112o0690c
60112.591690  20.573  0.477    21   10 c  0   1.59 341.47850  37.72398  2654.86  5269.42 2.56 2.30  43.6 -0.408 19.62 21.49 02a60112o0734c
60112.603422  20.598  0.469    21   10 c  0   1.15 341.47850  37.72398  2640.06  5386.22 2.61 2.28  42.0 -0.405 19.59 21.39 02a60112o0758c
60113.427951  20.537  0.693    22   15 c  0   0.98 341.47850  37.72398  2654.87  5304.28 2.24 2.17 -48.1 -0.430 19.19 20.67 02a60113o0390c
60113.463753  20.194  0.425    30   13 c  0   0.95 341.47850  37.72398  2681.21  5342.00 2.23 2.20  14.2 -0.421 19.37 20.87 02a60113o0465c
60113.483128 -22.321  2.645    -4   11 c  0   1.29 341.47850  37.72398  2633.47  5256.81 2.37 2.23  34.1 -0.414 19.44 20.96 02a60113o0505c
60113.485893  19.794  0.248    44   11 c  0   1.36 341.47850  37.72398  2615.74  5377.56 2.34 2.23  37.9 -0.418 19.42 20.98 02a60113o0511c
60114.550408  19.686  0.248    48   12 c  0   0.78 341.47850  37.72398  9379.88  9361.12 2.68 2.59 -27.1 -0.394 19.59 21.37 02a60114o0640c
60114.563093  22.402  3.043     4   12 c  0   1.08 341.47850  37.72398  9404.44  9401.66 2.71 2.63 -47.7 -0.390 19.59 21.39 02a60114o0667c
60114.568311  20.550  0.512    22   11 c  0   0.92 341.47850  37.72398  9344.59  9326.49 2.70 2.66 -37.2 -0.385 19.60 21.38 02a60114o0678c
60114.571262  20.363  0.375    26   10 c  0   1.39 341.47850  37.72398  9325.75  9445.00 2.69 2.62 -45.1 -0.389 19.58 21.39 02a60114o0684c
60123.527537  20.634  0.496    20   10 c  0   1.48 341.47850  37.72398  6250.33   414.91 2.57 2.26 -63.3 -0.427 19.51 21.36 02a60123o0581c
60123.530466   0.000 21.357     0   10 c  0   1.46 341.47850  37.72398  6266.68   454.46 2.72 2.40 -68.2 -0.413 19.49 21.37 02a60123o0587c
60123.536988  20.720  0.672    19   13 c  0   1.19 341.47850  37.72398  6207.95   376.90 2.61 2.28 -63.9 -0.426 19.56 21.38 02a60123o0601c
60123.547127  20.246  0.383    29   11 c  0   1.16 341.47850  37.72398  6186.93   496.16 2.60 2.30 -70.0 -0.416 19.56 21.44 02a60123o0623c
60124.521180  19.955  0.313    38   12 c  0   1.05 341.47850  37.72398 10351.72  5313.99 3.15 3.05 -29.6 -0.400 19.42 21.55 02a60124o0582c
60124.523997  20.696  0.534    19   10 c  0   0.89 341.47850  37.72398 10371.21  5352.92 2.83 2.64 -51.4 -0.422 19.54 21.56 02a60124o0588c
60124.534517  20.273  0.375    28   11 c  0   1.19 341.47850  37.72398 10311.54  5279.92 2.99 2.84 -36.3 -0.412 19.53 21.60 02a60124o0610c
60124.541971  22.160  2.179     5   11 c  0   0.83 341.47850  37.72398 10291.03  5397.31 2.73 2.63 -47.9 -0.419 19.60 21.62 02a60124o0626c
60124.544550  20.357  0.314    26    8 c  0   1.67 341.47850  37.72398   470.14  5319.84 2.81 2.45  10.4 -0.391 19.54 21.59 02a60124o0631c
60124.556322  20.207  0.374    30   11 c  0   0.86 341.47850  37.72398   489.11  5360.79 2.64 2.55  34.7 -0.392 19.51 21.55 02a60124o0655c
60124.560576  19.930  0.282    39   11 c  0   0.88 341.47850  37.72398   430.42  5281.98 2.81 2.71  30.7 -0.378 19.48 21.55 02a60124o0664c
60124.566025  21.959  1.771     6   11 c  0   0.91 341.47850  37.72398   409.66  5397.64 2.74 2.65  38.5 -0.378 19.47 21.53 02a60124o0675c
60125.527456  19.611  0.272    52   14 o  0   1.00 341.47850  37.72398 10354.53  5311.62 2.26 2.03 -49.0 -0.485 19.31 20.17 02a60125o0599o
60125.534283  23.797 11.889     1   13 o  0   1.24 341.47850  37.72398 10372.92  5350.90 2.26 2.01 -49.1 -0.477 19.33 20.29 02a60125o0612o
60125.535639  20.014  0.408    36   15 o  0   0.75 341.47850  37.72398   476.50  5317.57 2.11 1.89  26.3 -0.423 19.30 20.28 02a60125o0615o
60125.536994  19.297  0.234    69   16 o  0   0.80 341.47850  37.72398 10313.38  5277.43 2.24 1.99 -50.5 -0.486 19.39 20.41 02a60125o0618o
60125.544577  20.227  0.392    30   12 o  0   0.93 341.47850  37.72398   491.38  5356.18 2.09 1.88  25.9 -0.432 19.53 20.75 02a60125o0633o
60125.545632  20.881  0.729    16   12 o  0   1.09 341.47850  37.72398 10290.50  5394.86 2.26 2.00 -50.7 -0.477 19.54 20.79 02a60125o0635o
60125.547441  21.219  0.907    12   11 o  0   0.96 341.47850  37.72398   432.34  5276.38 2.07 1.88  25.7 -0.432 19.52 20.78 02a60125o0639o
60125.569982  20.304  0.465    27   13 o  0   0.73 341.47850  37.72398   407.66  5397.74 2.07 1.90  26.7 -0.431 19.58 20.85 02a60125o0685o
60128.332445  19.100  0.838    83   70 o  0   0.72 341.47850  37.72398  7304.55  3442.59 3.34 2.94 -28.7 -0.309 17.45 18.05 04a60128o0846o
60128.333804  21.318  5.077    11   55 o  0   1.43 341.47850  37.72398  7284.49  3404.09 3.16 2.83 -24.7 -0.322 17.48 18.04 04a60128o0849o
60128.348030 -20.627  2.860   -20   58 o  0   1.55 341.47850  37.72398  7341.22  3481.61 3.47 3.10 -31.0 -0.368 17.47 18.10 04a60128o0879o
60128.360385 -19.489  0.988   -58   57 o  0   1.06 341.47850  37.72398  3120.88  7282.71 2.91 2.50 -83.1 -0.337 17.60 18.09 04a60128o0899o
60129.503599  19.541  0.430    55   24 o  0   1.50 341.47850  37.72398  7385.46  4294.53 2.39 1.98  34.1 -0.413 18.68 18.96 02a60129o0530o
60129.506623  20.664  1.543    20   30 o  0   0.66 341.47850  37.72398  7408.59  4332.39 2.22 1.94  36.4 -0.418 18.54 18.80 02a60129o0536o
60129.522058  20.834  1.174    17   20 o  0   1.40 341.47850  37.72398  7353.19  4257.67 2.25 2.01  35.3 -0.419 18.78 19.14 02a60129o0567o
60129.533034  22.784  8.250     3   23 o  0   1.12 341.47850  37.72398  7324.10  4375.22 2.25 1.94  39.2 -0.422 18.73 19.02 02a60129o0589o
60130.535247  22.201  4.265     5   20 o  0   0.81 341.47850  37.72398  7427.56  6231.86 2.58 2.13  37.5 -0.420 18.94 19.69 02a60130o0608o
60130.540963  20.497  0.959    23   22 o  0   1.26 341.47850  37.72398  7451.57  6272.36 2.59 2.14  39.9 -0.412 18.59 19.32 02a60130o0620o
60130.544138 -20.505  2.267   -23   52 o  0   0.88 341.47850  37.72398  7387.89  6194.71 2.56 2.11  39.0 -0.415 17.77 18.01 02a60130o0626o
60130.554474  20.224  0.605    30   18 o  0   1.12 341.47850  37.72398  7369.09  6312.20 2.50 2.10  42.2 -0.418 19.00 19.67 02a60130o0648o
60131.512577  20.784  0.938    18   16 o  0   1.38 341.47850  37.72398  7722.83  6247.36 2.31 2.05  41.0 -0.434 19.09 19.72 02a60131o0355o
60131.529374  24.402 31.600     1   20 o  0   0.90 341.47850  37.72398  7753.23  6282.90 2.40 2.06  37.8 -0.427 19.09 19.75 02a60131o0390o
60131.532085  20.027  0.428    35   15 o  0   1.41 341.47850  37.72398  7693.77  6206.87 2.38 2.07  36.3 -0.427 19.10 19.77 02a60131o0396o
60131.538055  19.658  0.350    50   17 o  0   1.32 341.47850  37.72398  7665.55  6327.01 2.42 2.07  37.3 -0.429 19.11 19.77 02a60131o0408o
60132.535311  20.075  0.490    34   17 o  0   1.22 341.47850  37.72398  5728.24  6360.25 2.60 2.05  37.7 -0.426 19.06 19.89 02a60132o0614o
60132.541064  20.403  0.636    25   16 o  0   1.42 341.47850  37.72398  5754.24  6401.74 2.59 2.05  41.8 -0.430 19.12 19.88 02a60132o0626o
60132.545417  21.859  2.830     7   18 o  0   1.15 341.47850  37.72398  5694.54  6325.34 2.68 2.04  40.8 -0.428 19.11 19.89 02a60132o0635o
60132.561598  20.846  0.983    17   16 o  0   1.03 341.47850  37.72398  5670.62  6439.74 2.69 2.01  37.6 -0.430 19.13 19.92 02a60132o0668o
60134.314773  15.872  0.521  1626  848 o  0   1.10 341.47850  37.72398  5954.95  5458.23 2.35 2.04 -60.0 -0.397 14.70 14.92 04a60134o0798o
60134.317979  16.023  0.705  1415  998 o  0   1.35 341.47850  37.72398  5935.70  5419.60 2.40 2.22 -58.0 -0.419 14.94 15.06 04a60134o0805o
60134.321213  17.214  1.055   473  499 o  0   1.23 341.47850  37.72398  5994.11  5496.35 2.39 2.23 -60.6 -0.417 15.19 15.36 04a60134o0812o
60134.332159 -16.764  0.652  -715  466 o  0   1.70 341.47850  37.72398  6015.42  5380.95 2.20 2.00 -54.2 -0.373 15.50 15.61 04a60134o0833o
60138.550138 -21.930  2.568    -6   16 o  0   1.57 341.47850  37.72398  3757.00  4520.76 2.54 2.01  37.5 -0.430 18.98 20.01 02a60138o0636o
60138.551955  20.819  1.053    17   18 o  0   0.86 341.47850  37.72398  3776.69  4559.55 2.59 2.03  37.3 -0.425 19.13 20.16 02a60138o0640o
60138.570184  20.402  0.477    25   12 o  0   1.41 341.47850  37.72398  3717.42  4480.65 2.52 2.01  35.1 -0.433 19.29 20.34 02a60138o0677o
60138.576627  19.884  0.387    40   16 o  0   1.05 341.47850  37.72398  3697.12  4596.81 2.60 2.12  34.5 -0.430 19.18 20.30 02a60138o0691o
60140.263367  20.094  0.551    33   18 o  0   1.09 341.47850  37.72398  2785.34  9550.95 3.04 2.13 -74.4 -0.367 18.89 20.25 04a60140o0693o
60140.266130  20.398  0.723    25   18 o  0   1.27 341.47850  37.72398  2765.96  9512.59 2.90 2.04 -74.4 -0.383 18.94 20.27 04a60140o0699o
60140.269294  19.300  0.263    69   18 o  0   1.30 341.47850  37.72398  2822.69  9589.82 3.04 2.16 -71.7 -0.381 18.90 20.25 04a60140o0706o
60140.274768  19.938  0.500    38   19 o  0   0.89 341.47850  37.72398  2841.29  9473.26 2.92 2.03 -77.7 -0.365 19.03 20.27 04a60140o0718o
60141.490406  20.562  0.489    22   11 c  0   0.93 341.47850  37.72398  7748.35  1128.91 2.66 2.36 -66.1 -0.416 19.48 21.30 02a60141o0524c
60141.493117  21.792  1.660     7   12 c  0   0.82 341.47850  37.72398  7768.60  1167.66 2.61 2.32 -67.7 -0.417 19.50 21.31 02a60141o0530c
60141.497186  19.978  0.244    37    9 c  0   1.63 341.47850  37.72398  7714.38  1091.51 2.55 2.26 -64.9 -0.422 19.54 21.33 02a60141o0539c
