###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57677.395634  19.902  2.207    40   88 o  0   1.17 341.47850  37.72398  8743.71  7291.69 3.54 3.10 -76.0 -0.447 18.21 18.77 02a57677o0411o
57677.412137 -15.703  0.046 -1901   88 o  0  86.07 341.47850  37.72398  8730.32  7251.16 3.42 2.99 -72.3 -0.458 18.22 18.76 02a57677o0442o
57677.428591  19.957  2.486    38   94 o  0   1.23 341.47850  37.72398  8791.67  7330.47 3.45 3.05 -72.6 -0.456 18.19 18.73 02a57677o0473o
57677.444408  18.966  1.011    94   95 o  0   1.11 341.47850  37.72398  8804.83  7213.68 3.51 3.10 -72.4 -0.458 18.13 18.66 02a57677o0504o
57677.460079 -19.025  1.140   -89  102 o  0   1.23 341.47850  37.72398  8757.86  7269.96 3.47 3.06 -75.2 -0.464 18.11 18.60 02a57677o0535o
57678.320808  19.267  0.659    71   47 o  0   1.06 341.47850  37.72398   254.65  5265.41 5.16 3.90   0.4 -0.354 18.24 19.29 02a57678o0282o
57678.323281  20.338  1.788    27   48 o  0   0.92 341.47850  37.72398  9951.22  5309.72 3.81 3.66  87.9 -0.424 18.41 19.27 02a57678o0287o
57678.326761  20.155  1.349    32   42 o  0   1.18 341.47850  37.72398   224.89  5226.18 4.84 3.86   0.8 -0.378 18.29 19.32 02a57678o0294o
57678.337674  19.642  0.809    50   41 o  0   1.01 341.47850  37.72398  9934.15  5270.12 4.03 3.86  -7.2 -0.406 18.36 19.27 02a57678o0316o
57678.348069  19.563  0.662    54   36 o  0   1.22 341.47850  37.72398   287.40  5301.78 3.65 3.33  58.9 -0.466 18.47 19.25 02a57678o0337o
57678.354778  19.265  0.607    71   43 o  0   0.88 341.47850  37.72398   314.32  5183.02 3.74 3.38  64.0 -0.449 18.42 19.20 02a57678o0350o
57678.355756 -19.710  0.947   -47   45 o  0   1.00 341.47850  37.72398  9978.79  5350.03 3.70 3.17 -86.0 -0.465 18.45 19.22 02a57678o0352o
57678.369129  21.723  5.286     7   39 o  0   1.30 341.47850  37.72398 10014.46  5236.18 3.69 3.11 -87.1 -0.458 18.41 19.13 02a57678o0379o
57678.369624  19.955  1.163    38   44 o  0   0.96 341.47850  37.72398   272.69  5244.44 3.77 3.37  61.0 -0.443 18.40 19.16 02a57678o0380o
57678.374849  20.359  2.042    26   53 o  0   1.37 341.47850  37.72398  9962.34  5291.69 3.73 3.15 -85.8 -0.457 18.33 19.08 02a57678o0390o
57686.324682 -21.220  1.250   -12   15 c  0   0.96 341.47850  37.72398  8407.31  6974.09 3.69 3.36 -80.0 -0.438 19.64 21.60 02a57686o0294c
57686.328636  21.300  1.273    11   14 c  0   1.18 341.47850  37.72398  8378.00  6934.26 3.72 3.39 -78.5 -0.427 19.63 21.61 02a57686o0302c
57686.338597 -21.799  2.048    -7   14 c  0   1.11 341.47850  37.72398  8440.52  7013.97 3.68 3.35 -74.6 -0.430 19.63 21.60 02a57686o0322c
57686.351975 -21.055  1.024   -14   14 c  0   1.14 341.47850  37.72398  8455.78  6897.85 3.69 3.31 -77.0 -0.425 19.63 21.61 02a57686o0349c
57686.356933  21.255  1.200    11   14 c  0   1.16 341.47850  37.72398  8426.01  6956.11 3.64 3.27 -74.9 -0.412 19.64 21.61 02a57686o0359c
57690.309827  21.292  1.500    11   17 c  0   1.29 341.47850  37.72398  9059.62  7359.41 4.13 3.78  86.8 -0.408 19.54 21.45 02a57690o0253c
57690.325258 -22.123  3.333    -5   17 c  0   0.79 341.47850  37.72398  9044.73  7319.42 4.01 3.61  87.1 -0.420 19.54 21.42 02a57690o0283c
57690.343842 -23.075  7.500    -2   16 c  0   0.96 341.47850  37.72398  9108.06  7399.24 4.13 3.81  84.5 -0.408 19.55 21.49 02a57690o0319c
57690.358179 -21.822  2.300    -7   16 c  0   1.19 341.47850  37.72398  9123.12  7282.65 4.04 3.63  85.8 -0.420 19.58 21.46 02a57690o0347c
57690.363340  20.263  0.598    28   17 c  0   0.89 341.47850  37.72398  9092.71  7342.33 3.95 3.55  85.4 -0.424 19.60 21.48 02a57690o0357c
57694.309339  21.564  1.778     9   15 c  0   1.10 341.47850  37.72398  8508.87  6856.32 3.89 3.53 -87.8 -0.428 19.69 21.67 02a57694o0255c
57698.308434 -20.376  0.622   -26   16 c  0   1.18 341.47850  37.72398  9514.63  5063.93 3.92 3.42 -88.8 -0.421 19.49 21.22 02a57698o0254c
57698.314089 -24.400 26.000    -1   16 c  0   0.94 341.47850  37.72398  9500.39  5023.40 3.95 3.44 -89.4 -0.419 19.49 21.22 02a57698o0265c
57698.322989 -20.909  1.020   -16   16 c  0   1.09 341.47850  37.72398  9563.10  5102.91 3.98 3.48  88.2 -0.416 19.49 21.23 02a57698o0282c
57698.342606  20.598  0.750    21   16 c  0   1.12 341.47850  37.72398  9578.98  4987.12 3.97 3.52  87.8 -0.417 19.51 21.31 02a57698o0320c
57698.358599  20.941  0.957    15   15 c  0   1.21 341.47850  37.72398  9533.35  5042.30 3.92 3.48  89.9 -0.425 19.57 21.42 02a57698o0351c
57702.284652  20.030  0.892    35   32 o  0   1.04 341.47850  37.72398  9180.86  7247.24 3.67 3.17 -88.3 -0.449 18.79 19.79 02a57702o0206o
57702.308470  19.176  0.435    78   34 o  0   1.04 341.47850  37.72398  9148.97  7206.29 3.63 3.10 -84.9 -0.435 18.79 19.78 02a57702o0252o
57702.317847 -21.560  4.286    -9   37 o  0   0.70 341.47850  37.72398  9213.09  7286.01 3.59 3.04 -83.7 -0.436 18.77 19.74 02a57702o0270o
57702.333421  19.675  0.654    49   32 o  0   0.96 341.47850  37.72398  9228.63  7169.14 3.59 3.06 -81.9 -0.438 18.76 19.73 02a57702o0300o
57702.338786 -23.430 20.800    -2   32 o  0   1.17 341.47850  37.72398  9197.73  7227.97 3.57 3.06 -83.4 -0.436 18.76 19.72 02a57702o0310o
57706.286268  19.976  1.197    37   44 o  0   1.11 341.47850  37.72398  9503.73  5430.99 3.75 3.15  89.3 -0.455 18.41 19.04 02a57706o0207o
57706.301293 -19.507  0.918   -57   52 o  0   1.10 341.47850  37.72398  9487.04  5390.73 3.68 3.10 -88.9 -0.463 18.40 19.02 02a57706o0236o
57706.313114  20.481  2.169    23   51 o  0   0.97 341.47850  37.72398  9535.28  5469.32 3.74 3.28  89.7 -0.454 18.37 19.00 02a57706o0259o
57706.320006  19.190  0.605    77   46 o  0   1.57 341.47850  37.72398  9567.57  5354.10 3.68 3.25 -88.1 -0.451 18.37 18.99 02a57706o0272o
57706.334946 -20.714  2.948   -19   56 o  0   0.93 341.47850  37.72398  9522.07  5409.32 3.73 3.21 -87.9 -0.454 18.35 18.95 02a57706o0301o
57710.281639  20.973  1.421    15   21 o  0   0.95 341.47850  37.72398  7575.44  5648.62 4.17 3.89  89.5 -0.363 19.15 20.77 02a57710o0179o
57710.287275 -20.423  0.938   -25   23 o  0   0.77 341.47850  37.72398  7560.97  5608.73 4.09 3.84  87.8 -0.381 19.11 20.76 02a57710o0190o
57710.295653  21.110  1.758    13   23 o  0   0.97 341.47850  37.72398  7621.97  5687.51 4.03 3.96  80.7 -0.392 19.06 20.67 02a57710o0206o
57710.310004  21.431  2.423    10   24 o  0   0.97 341.47850  37.72398  7638.27  5570.61 4.01 3.80  86.4 -0.388 18.96 20.43 02a57710o0234o
57710.331773  20.181  0.824    31   25 o  0   1.01 341.47850  37.72398  7595.51  5627.81 3.78 3.48 -86.1 -0.424 18.90 20.14 02a57710o0276o
57718.269133  21.711  2.187     8   16 c  0   1.11 341.47850  37.72398  9379.18  4686.64 4.70 4.64  33.3 -0.343 19.47 21.66 02a57718o0153c
57718.284185  21.046  1.229    14   17 c  0   1.01 341.47850  37.72398  9362.70  4646.71 4.31 4.01  81.9 -0.385 19.53 21.57 02a57718o0182c
57718.295447  20.498  0.783    23   18 c  0   1.21 341.47850  37.72398  9425.46  4725.36 4.62 4.52  54.6 -0.363 19.33 21.44 02a57718o0204c
57718.302317 -21.004  1.267   -14   18 c  0   1.00 341.47850  37.72398  9442.96  4609.84 4.73 4.51  12.0 -0.349 19.39 21.54 02a57718o0217c
57718.317704 -21.758  3.154    -7   23 c  0   0.90 341.47850  37.72398  9396.66  4664.67 4.74 4.54  70.5 -0.363 19.18 21.26 02a57718o0247c
57746.215724  22.483  3.800     4   14 c  0   1.42 341.47850  37.72398  7552.81  4982.91 4.16 4.00  11.1 -0.356 19.56 21.62 02a57746o0060c
57746.226063  21.329  1.367    11   15 c  0   1.06 341.47850  37.72398  7537.05  4942.70 4.03 3.94  79.5 -0.368 19.59 21.61 02a57746o0080c
57746.233741 -20.610  0.698   -21   14 c  0   1.22 341.47850  37.72398  7598.18  5020.50 4.23 4.15  23.3 -0.354 19.55 21.59 02a57746o0095c
57746.241622  20.712  0.759    19   14 c  0   0.97 341.47850  37.72398  7615.32  4903.91 3.89 3.65  85.9 -0.386 19.61 21.54 02a57746o0110c
57746.257033 -21.747  2.000    -7   14 c  0   1.18 341.47850  37.72398  7570.85  4959.19 3.99 3.76  87.5 -0.381 19.55 21.49 02a57746o0140c
57758.212164  19.779  0.633    44   28 c  0   1.10 341.47850  37.72398  1438.39  7533.32 3.86 3.59  38.1 -0.432 18.95 20.25 02a57758o0040c
57758.219241 -21.322  2.062   -11   22 c  0   0.99 341.47850  37.72398  1422.46  7493.49 3.85 3.59  42.6 -0.430 19.08 20.47 02a57758o0054c
57758.228496 -21.311  2.125   -11   23 c  0   1.19 341.47850  37.72398  1483.28  7568.50 3.86 3.64  44.6 -0.426 19.06 20.44 02a57758o0072c
57758.243641  19.981  0.651    37   24 c  0   1.12 341.47850  37.72398  1499.15  7450.00 3.87 3.69  47.5 -0.421 19.02 20.39 02a57758o0101c
57762.220852  21.576  3.667     8   31 o  0   1.09 341.47850  37.72398  1564.23  5012.28 3.77 3.43  65.7 -0.449 18.68 19.65 02a57762o0070o
57762.237793  20.060  1.010    34   35 o  0   0.92 341.47850  37.72398  1549.50  4967.03 3.76 3.43  67.6 -0.448 18.64 19.59 02a57762o0104o
57762.240616  18.876  0.328   102   34 o  0   1.04 341.47850  37.72398  1607.39  5047.15 3.72 3.41  69.9 -0.452 18.64 19.57 02a57762o0109o
57762.257121  19.573  0.625    54   34 o  0   1.25 341.47850  37.72398  1623.09  4927.43 3.72 3.41  72.4 -0.444 18.56 19.46 02a57762o0142o
57765.262864  19.910  1.336    39   53 o  0   1.20 341.47850  37.72398  8197.39  4233.95 3.67 3.13  88.9 -0.443 18.14 18.63 02a57765o0142o
57766.205035 -19.869  1.602   -41   66 o  0   0.99 341.47850  37.72398  8935.36  5125.33 3.98 3.37 -87.0 -0.440 18.01 18.47 02a57766o0009o
57766.206039 -19.498  0.905   -58   52 o  0   1.34 341.47850  37.72398  8950.37  5162.95 3.96 3.41 -89.6 -0.439 18.11 18.67 02a57766o0011o
57766.213550 -21.909  6.059    -6   38 o  0   1.11 341.47850  37.72398  8992.89  5202.04 4.01 3.32 -89.6 -0.444 18.48 19.35 02a57766o0026o
57766.222929  19.284  0.567    70   40 o  0   1.17 341.47850  37.72398  9004.17  5086.96 3.91 3.18  89.3 -0.467 18.47 19.30 02a57766o0044o
57766.232512  19.433  0.711    61   44 o  0   1.03 341.47850  37.72398  8957.00  5142.22 3.92 3.21  88.6 -0.478 18.39 19.18 02a57766o0063o
57774.211167 -21.955  8.417    -6   50 o  0   1.16 341.47850  37.72398  9309.89  4241.18 4.52 4.16  80.6 -0.392 18.20 19.25 02a57774o0030o
57774.214599 -20.973  2.229   -15   33 o  0   1.10 341.47850  37.72398  9293.81  4202.45 4.18 3.67  85.1 -0.422 18.60 19.86 02a57774o0037o
57774.220061 -19.711  0.578   -47   27 o  0   0.88 341.47850  37.72398  9354.86  4280.57 4.13 3.58  87.5 -0.430 18.87 20.32 02a57774o0048o
57774.226410 -23.575 20.000    -1   27 o  0   1.06 341.47850  37.72398  9371.29  4162.14 4.30 3.79  81.7 -0.428 18.90 20.42 02a57774o0061o
57774.234839 -22.227  6.400    -5   30 o  0   0.91 341.47850  37.72398  9326.35  4218.74 4.35 3.93  80.4 -0.411 18.81 20.39 02a57774o0078o
57782.217147  20.583  1.610    21   34 c  0   1.35 341.47850  37.72398  8887.16  6066.87 3.93 3.55 -88.5 -0.414 18.73 19.91 02a57782o0035c
57902.622480  19.570  0.791    54   43 c  0   1.95 341.47850  37.72398  8974.90  5903.79 2.80 2.65 -31.2 -0.428 18.05 18.93 02a57902o0741c
57933.590541 -21.929  1.694    -6   10 o  0   0.86 341.47850  37.72398  9396.69  3979.70 3.04 2.97  50.7 -0.443 19.60 21.56 01a57933o0704o
57933.600661 -21.383  1.053   -10   11 o  0   0.83 341.47850  37.72398   587.18  6209.19 2.74 2.55  70.4 -0.472 19.59 21.51 01a57933o0722o
57933.611504  21.564  1.095     9    9 o  0   1.62 341.47850  37.72398   640.18  6243.34 2.74 2.56  83.1 -0.473 19.48 21.13 01a57933o0741o
57933.621294  19.954  0.742    38   28 o  0   1.31 341.47850  37.72398  9333.01  4180.80 3.03 2.95  39.2 -0.447 18.56 19.26 01a57933o0759o
57937.576320 -20.080  0.343   -34   12 o  0   1.07 341.47850  37.72398   411.65  5200.75 3.01 2.83 -74.0 -0.466 19.52 21.46 01a57937o0669o
57937.586328 -20.313  0.388   -27   11 o  0   1.02 341.47850  37.72398   393.63  5123.77 3.01 2.86 -65.9 -0.462 19.52 21.49 01a57937o0687o
57937.597070 -20.893  0.635   -16   10 o  0   1.46 341.47850  37.72398   459.99  5155.73 3.01 2.89 -73.2 -0.467 19.55 21.49 01a57937o0706o
57937.606896  21.862  1.730     6   11 o  0   1.07 341.47850  37.72398  9528.20  5262.16 3.12 2.99 -59.6 -0.445 19.53 21.36 01a57937o0724o
57937.610870 -24.202 17.250    -1   13 o  0   1.02 341.47850  37.72398 10106.76  5030.14 3.23 3.06 -65.5 -0.455 19.44 21.14 01a57937o0731o
57939.586773  20.694  0.500    19   10 o  0   1.05 341.47850  37.72398  1491.72  6984.98 2.33 1.93  46.3 -0.491 19.86 21.29 02a57939o0449o
57939.595836 -21.306  0.856   -11    9 o  0   1.30 341.47850  37.72398  1476.65  6950.04 2.35 1.91  45.9 -0.498 19.80 21.24 02a57939o0467o
57939.605432  22.959  4.375     2   10 o  0   0.76 341.47850  37.72398  1538.59  7026.13 2.31 1.95  41.8 -0.490 19.79 21.16 02a57939o0486o
57939.615260 -21.227  1.016   -12   12 o  0   0.91 341.47850  37.72398  1551.66  6910.19 2.24 1.90  47.7 -0.498 19.56 20.50 02a57939o0504o
57941.593945  20.235  0.543    29   16 o  0   1.31 341.47850  37.72398  8606.27  3151.95 3.01 2.98  41.9 -0.441 19.18 20.31 01a57941o0693o
57941.604075  21.316  1.491    11   16 o  0   1.02 341.47850  37.72398  8621.44  3234.39 3.23 3.16  51.7 -0.439 19.17 20.43 01a57941o0711o
57941.614503  23.341  8.500     2   14 o  0   1.57 341.47850  37.72398  8578.57  3198.98 3.42 3.36  77.7 -0.415 19.09 20.35 01a57941o0730o
57941.624587  19.372  0.525    65   34 o  0   1.49 341.47850  37.72398  8553.91  3354.58 3.28 3.20 -81.5 -0.428 18.09 18.51 01a57941o0748o
57943.536692  -3.747  1.144 114539890783 131047110337 o  0   0.94 341.47850  37.72398  1274.54  4843.48 3.51 3.50 -90.0 -0.136 -6.01 -5.46 02a57943o0592o
57943.545222 -18.463  1.431  -150  214 o  0   0.68 341.47850  37.72398  1289.24  4884.44 2.24 2.03  29.8 -0.525 16.48 16.72 02a57943o0609o
57943.553760 -17.662  0.555  -313  174 o  0   1.05 341.47850  37.72398  1243.23  4806.14 2.14 1.91  43.3 -0.380 16.04 16.34 02a57943o0626o
57943.562280 -20.113  1.493   -33   49 o  0   1.15 341.47850  37.72398  1210.32  4922.26 2.14 1.88  27.9 -0.526 17.99 18.27 02a57943o0643o
57945.578518  20.516  0.780    23   18 o  0   1.27 341.47850  37.72398  7979.55  6120.08 3.20 3.08  40.2 -0.435 18.94 20.00 01a57945o0587o
57945.587699  23.386 12.111     2   19 o  0   1.18 341.47850  37.72398  7996.13  6195.25 3.15 3.04  36.1 -0.435 18.93 19.98 01a57945o0605o
57945.597378  19.726  0.540    47   25 o  0   1.17 341.47850  37.72398  7933.90  6158.38 3.16 2.99  43.8 -0.438 18.65 19.73 01a57945o0624o
57945.606282  20.757  0.920    18   17 o  0   1.31 341.47850  37.72398  7924.01  6308.94 3.19 3.02  43.7 -0.438 18.96 19.98 01a57945o0642o
57949.565059  23.978 19.750     1   18 o  0   1.21 341.47850  37.72398 10021.42  4814.43 3.85 2.80 -85.2 -0.450 19.09 20.36 01a57949o0648o
57949.573806 -21.387  2.116   -10   21 o  0   0.83 341.47850  37.72398 10052.34  4886.51 3.86 2.84 -83.6 -0.442 19.08 20.36 01a57949o0666o
57949.578666  23.512 13.857     1   20 o  0   0.86 341.47850  37.72398   327.33  4924.37 3.45 2.74 -87.8 -0.452 19.09 20.33 01a57949o0676o
57949.582080 -19.594  0.344   -53   18 o  0   1.20 341.47850  37.72398  9990.36  4844.81 3.78 2.86 -85.0 -0.442 19.06 20.37 01a57949o0683o
57949.587425  24.450 37.000     1   22 o  0   0.70 341.47850  37.72398   342.33  4998.72 3.46 2.69 -88.4 -0.453 19.10 20.29 01a57949o0694o
57949.590834 -21.778  2.452    -7   17 o  0   1.31 341.47850  37.72398  9976.79  4996.07 3.74 2.83 -86.8 -0.446 19.11 20.36 01a57949o0701o
57949.595691  23.866 18.400     1   19 o  0   0.90 341.47850  37.72398   295.16  4953.64 3.49 2.75  89.2 -0.451 19.09 20.34 01a57949o0711o
57949.604704  20.734  0.957    18   18 o  0   0.94 341.47850  37.72398   264.81  5107.30 3.42 2.71  87.5 -0.440 19.15 20.42 01a57949o0729o
57951.565378  22.057  4.061     6   22 o  0   1.19 341.47850  37.72398   726.56  7004.90 2.78 2.16   4.4 -0.471 18.88 19.84 02a57951o0139o
57951.574183  20.225  0.432    30   13 o  0   1.08 341.47850  37.72398   693.20  6966.82 2.42 2.05  50.1 -0.453 19.39 20.36 02a57951o0157o
57951.579110  19.274  0.622    71   44 o  0   0.87 341.47850  37.72398 10430.08  7077.54 3.82 2.46   3.9 -0.435 18.17 19.18 02a57951o0167o
57951.582541  19.349  1.378    66   91 o  0   1.44 341.47850  37.72398   754.73  7041.90 2.47 2.13  50.4 -0.469 17.36 17.87 02a57951o0174o
57953.556295  20.272  0.462    28   13 o  0   1.20 341.47850  37.72398  1107.69  5224.20 3.63 2.74  86.8 -0.442 19.41 21.29 01a57953o0627o
57953.565039  20.158  0.424    31   13 o  0   1.06 341.47850  37.72398  1122.24  5297.73 3.64 2.78  87.2 -0.440 19.37 21.27 01a57953o0645o
57953.574908  20.178  0.415    31   13 o  0   1.24 341.47850  37.72398  1057.37  5259.36 3.57 2.73  89.4 -0.439 19.43 21.31 01a57953o0664o
57953.585131  20.477  0.598    23   14 o  0   0.83 341.47850  37.72398  1044.09  5416.18 3.88 3.12 -89.8 -0.414 19.31 21.28 01a57953o0682o
57957.530953 -20.906  0.882   -16   14 o  0   1.11 341.47850  37.72398  8541.12  4666.78 3.68 2.90 -85.3 -0.444 19.30 21.03 01a57957o0592o
57957.539996  21.482  1.341     9   12 o  0   1.29 341.47850  37.72398  8570.94  4739.71 3.57 2.69 -85.4 -0.455 19.41 21.09 01a57957o0610o
57957.549855 -21.265  1.056   -11   12 o  0   1.17 341.47850  37.72398  8506.26  4704.19 3.50 2.75 -86.6 -0.439 19.41 21.17 01a57957o0629o
57957.559865 -20.818  0.769   -17   13 o  0   0.96 341.47850  37.72398  8494.62  4860.50 3.65 2.75 -84.3 -0.447 19.37 21.18 01a57957o0647o
57959.540682  20.765  0.368    18    7 o  0   2.28 341.47850  37.72398   375.91  6902.28 2.06 1.83  29.9 -0.432 19.77 21.10 02a57959o0588o
57959.549517  20.989  0.543    15    8 o  0   1.00 341.47850  37.72398   358.31  6864.02 2.00 1.80  29.0 -0.443 19.76 21.14 02a57959o0606o
57959.554432  20.655  0.507    20   10 o  0   0.97 341.47850  37.72398 10077.15  6949.69 2.03 1.96  43.3 -0.495 19.78 21.12 02a57959o0616o
57959.558826 -22.652  2.300    -3    7 o  0   1.49 341.47850  37.72398   419.12  6939.27 2.00 1.81  19.7 -0.440 19.75 21.10 02a57959o0625o
57959.563878  20.425  0.439    25   11 o  0   0.93 341.47850  37.72398 10060.79  6910.49 2.07 1.99  37.5 -0.527 19.71 21.18 02a57959o0634o
57959.569571  21.059  0.581    14    8 o  0   1.21 341.47850  37.72398   434.66  6821.56 2.08 1.90  14.6 -0.455 19.75 21.35 02a57959o0643o
57959.575855  21.289  0.933    11   10 o  0   1.08 341.47850  37.72398 10120.87  6990.80 2.11 2.00  29.5 -0.514 19.79 21.45 02a57959o0653o
57959.587195  20.822  0.780    17   13 o  0   0.86 341.47850  37.72398 10134.04  6874.90 2.12 2.03  29.3 -0.622 19.78 21.45 02a57959o0671o
57963.536137  21.387  1.204    10   12 o  0   0.69 341.47850  37.72398   769.59  7217.89 2.32 1.99  47.5 -0.454 19.71 21.11 02a57963o0159o
57963.544462  21.134  0.876    13   11 o  0   0.84 341.47850  37.72398   752.98  7179.83 2.29 1.93  45.9 -0.464 19.72 21.10 02a57963o0176o
57963.549381  20.671  0.574    20   11 o  0   1.24 341.47850  37.72398 10475.53  7295.62 2.29 2.07  58.6 -0.493 19.69 21.07 02a57963o0186o
57963.552798  21.198  0.829    12   10 o  0   1.07 341.47850  37.72398   814.57  7255.02 2.25 1.91  46.8 -0.473 19.73 21.04 02a57963o0193o
57963.558169  20.635  0.500    20   10 o  0   1.28 341.47850  37.72398 10459.04  7256.59 2.32 2.03  58.0 -0.515 19.71 21.05 02a57963o0204o
57963.561619 -22.948  3.520    -2    8 o  0   1.61 341.47850  37.72398   829.71  7139.76 2.22 1.90  44.9 -0.474 19.71 21.06 02a57963o0211o
57963.566501  20.804  0.967    17   17 o  0   1.14 341.47850  37.72398 10520.95  7336.62 2.30 2.03  54.7 -0.499 19.71 21.06 02a57963o0221o
57965.519320  21.245  1.158    12   13 o  0   1.03 341.47850  37.72398  9796.70  5860.76 3.25 2.92 -85.9 -0.430 19.37 21.03 01a57965o0553o
57965.526618  20.867  0.815    16   13 o  0   1.07 341.47850  37.72398  9828.14  5926.47 3.26 2.90 -82.9 -0.432 19.41 21.06 01a57965o0568o
57965.531499  21.367  1.194    10   12 o  0   1.34 341.47850  37.72398   102.74  5950.71 3.01 2.63 -86.1 -0.414 19.37 21.07 01a57965o0578o
57965.534895 -20.998  0.849   -14   12 o  0   1.09 341.47850  37.72398  9766.27  5884.34 3.22 2.88 -84.9 -0.434 19.41 21.09 01a57965o0585o
57965.540238  22.884  4.800     3   12 o  0   1.02 341.47850  37.72398   117.03  6024.78 3.00 2.72 -88.4 -0.404 19.37 21.08 01a57965o0596o
57965.543643 -22.174  2.917    -5   14 o  0   0.79 341.47850  37.72398  9737.34  6035.67 3.27 2.94 -86.9 -0.425 19.38 21.11 01a57965o0603o
57965.548496  20.418  0.545    25   14 o  0   1.20 341.47850  37.72398    70.47  5979.08 2.94 2.58 -86.3 -0.418 19.46 21.14 01a57965o0613o
57965.557222 -23.630 11.500    -1   15 o  0   1.29 341.47850  37.72398    40.40  6129.06 2.97 2.59 -88.5 -0.412 19.46 21.17 01a57965o0631o
57967.523243  21.509  1.137     9   10 o  0   1.11 341.47850  37.72398  9389.48  5061.07 2.17 2.01  65.6 -0.472 19.57 20.95 02a57967o0561o
57967.535497  19.474  1.816    59  107 o  0   0.90 341.47850  37.72398  9372.33  5024.09 2.21 2.03  65.3 -0.469 16.98 18.14 02a57967o0586o
57967.543833 -20.075  1.289   -34   44 o  0   0.82 341.47850  37.72398  9433.76  5103.65 2.21 2.05  64.9 -0.470 18.16 19.37 02a57967o0603o
57967.552637 -22.310  2.741    -4   12 o  0   1.88 341.47850  37.72398  9449.81  4989.81 2.29 2.12  70.2 -0.461 19.26 20.65 02a57967o0621o
57969.509605 -20.076  0.607   -34   20 o  0   0.68 341.47850  37.72398  7865.17  5254.20 4.12 3.28  -3.3 -0.389 18.98 20.52 01a57969o0458o
57969.525348  21.916  2.609     6   16 o  0   1.19 341.47850  37.72398  7880.77  5355.52 4.03 3.24  -3.5 -0.399 19.00 20.54 01a57969o0488o
57969.532656 -24.572 30.000    -0   16 o  0   1.35 341.47850  37.72398  7822.99  5308.78 4.02 3.26  -5.4 -0.385 19.01 20.57 01a57969o0502o
57969.537618  21.301  1.404    11   15 o  0   1.27 341.47850  37.72398  7808.58  5445.31 3.53 3.15  -9.7 -0.413 19.11 20.60 01a57969o0511o
57972.499547  24.021 33.714     1   30 o  0   1.51 341.47850  37.72398  8058.09  4155.13 2.42 2.07  -8.7 -0.481 18.22 18.49 02a57972o0529o
57972.507649 -21.736  4.014    -7   29 o  0   1.28 341.47850  37.72398  8024.83  4122.22 2.07 1.99 -50.1 -0.471 18.38 18.49 02a57972o0545o
57972.516173 -21.717  3.189    -8   24 o  0   1.29 341.47850  37.72398  8082.80  4200.86 2.08 2.01 -41.9 -0.473 18.60 18.84 02a57972o0560o
